time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,Core_vel_in,HX_Tin_p,HX_Tout_p,hx_j1:pressure,hx_j1:rho,hx_j1:temperature,hx_j1:velocity,hx_j2:pressure,hx_j2:rho,hx_j2:temperature,hx_j2:velocity,j1:pressure,j1:rho,j1:temperature,j1:velocity,j2:pressure,j2:rho,j2:temperature,j2:velocity,j3:pressure,j3:rho,j3:temperature,j3:velocity,j4:pressure,j4:rho,j4:temperature,j4:velocity,j5:pressure,j5:rho,j5:temperature,j5:velocity,j_c_up:pressure,j_c_up:rho,j_c_up:temperature,j_c_up:velocity,j_dn_pl:pressure,j_dn_pl:rho,j_dn_pl:temperature,j_dn_pl:velocity,j_ip_c:pressure,j_ip_c:rho,j_ip_c:temperature,j_ip_c:velocity,j_up_ps1:pressure,j_up_ps1:rho,j_up_ps1:temperature,j_up_ps1:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
95.700000000001,175150.54297473,138100.91124951,907.65362469308,935.0432713046,0.21703420877904,932.25588210396,902.16685681644,122747.9467182,1995.3395535609,856.30665253908,1.6123198150695,124715.99987156,1995.3408376438,856.30402122163,1.6123198150695,80938.16859788,2182.7140017002,932.55515711705,5.9449707196788,86280.450069965,2182.8803559063,932.25915319163,6.0622698223278,83498.739733708,2199.7923325578,902.16666804654,6.0188743476315,103895.13615308,2199.8155598629,902.12533832224,6.0159305437608,98493.315938714,2199.8253424595,902.10793156679,6.0159304298881,137670.74104832,2181.3161652664,935.04241055797,0.66501554321915,174724.89670676,2197.9461515947,905.45168755389,0.65993224123939,174723.93205568,2196.7096306801,907.65190270453,0.65993403067978,128376.86245317,2182.545105204,932.85568469037,0.66501357916584,97286.851368859,43909.58,2182.7870783987,932.42512740437,5.9449683909542
95.900000000001,175149.17103941,138100.10037813,907.64322217757,935.21813060371,0.2170568674344,932.4428827611,902.22290521621,122748.42868149,1995.3357605103,856.3144251839,1.6123322697624,124716.46397293,1995.3384154779,856.30898467634,1.6123322697624,80931.903741656,2182.6037920954,932.75125961674,5.9455895125718,86273.227967894,2182.7752515722,932.44617157973,6.0629006648854,83491.840884979,2199.7608791883,902.22263489632,6.0193790993255,103885.17733359,2199.7941449191,902.16344320437,6.0165589917918,98482.331671076,2199.8137264911,902.12860054968,6.0165585816458,137669.86002183,2181.217885293,935.21728595554,0.66508475265723,174723.41346361,2198.0855134526,905.20371271777,0.6600009387815,174722.46991055,2196.7154886391,907.64147928988,0.66000292512791,128376.44639778,2182.4313880895,933.05802831054,0.6650828079218,97280.518985905,43909.58,2182.6789442377,932.61753694367,5.9455871126712
96.100000000001,175147.81092404,138099.25804297,907.62636498721,935.3899116847,0.21708013566261,932.63576630406,902.29262917526,122748.75509622,1995.3298478701,856.32654124976,1.6123457616487,124716.77833787,1995.3338311508,856.31837878937,1.6123457616487,80925.46332165,2182.4911198437,932.9517440503,5.9462248634439,86265.879830589,2182.6668413608,932.63907231177,6.063548411725,83484.874372002,2199.7217314869,902.29229272793,6.01990295812,103875.20788476,2199.7631239616,902.21864063777,6.0172044946998,98471.46907205,2199.7909716353,902.16908961685,6.0172038293625,137668.94480311,2181.1213359665,935.38908191023,0.66515580610877,174721.93783571,2198.2299534178,904.94670210347,0.66007148681109,174721.01647063,2196.7249731877,907.62460286886,0.66007367338043,128375.99089898,2182.316426895,933.262585596,0.66515388623226,97274.038009864,43909.58,2182.5679132362,932.81510100313,5.9462224037344
96.300000000001,175146.44908094,138098.37004681,907.60158989238,935.55877238317,0.21710389041766,932.83372283406,902.37289746481,122748.93312753,1995.3218874985,856.34285348677,1.6123602035202,124716.95002173,1995.3271534422,856.33206261845,1.6123602035202,80918.865247746,2182.3767351624,933.1552755117,5.9468734298382,86258.436184465,2182.5555808152,932.83704481281,6.0642096646981,83477.852583486,2199.6766493714,902.37251001531,6.0204424106631,103865.24932576,2199.7242912515,902.28773798673,6.0178636314403,98460.740297078,2199.7588213157,902.22629659135,6.0178627545971,137667.98169442,2181.0264283246,935.55795671785,0.66522833061753,174720.45686583,2198.3781929058,904.68293077265,0.6601435143074,174719.55851076,2196.7389063731,907.59981072396,0.66014590137908,128375.48120702,2182.2010644245,933.46785689597,0.66522643983354,97267.428700729,43909.58,2182.4546313211,933.01667024722,5.9468709258064
96.500000000001,175145.0751818,138097.42495627,907.56750354513,935.72473327238,0.21712799189343,933.0355782567,902.46079130795,122748.96916825,1995.311957627,856.36320158401,1.6123755256233,124716.98525671,1995.3184564278,856.3498843692,1.6123755256233,80912.134889517,2182.2614706618,933.36037248795,5.9475314089688,86250.930437915,2182.4421300776,933.03891445261,6.0648805528765,83470.796749973,2199.6272737691,902.46036695891,6.0209934258947,103855.33020066,2199.6794125805,902.36759327313,6.0185325172788,98450.163380587,2199.7190716813,902.29702547808,6.0185314729231,137666.95981313,2180.9331504331,935.72393161363,0.66530190196374,174718.96097386,2198.5286939337,904.41513534935,0.66021659958846,174718.08609916,2196.7580712018,907.56570960535,0.66021918403337,128374.90570986,2182.0861068708,933.67240770323,0.66530004325648,97260.716720946,43909.58,2182.339881967,933.22085059257,5.9475288785563
96.700000000001,175143.68135543,138096.41336331,907.52283820866,935.88765093025,0.21715228995559,933.23992409277,902.55373274941,122748.86883728,1995.3001443914,856.38740903394,1.6123916720057,124716.88945104,1995.3078210738,856.37167812753,1.6123916720057,80905.303013408,2182.1461638393,933.56554476984,5.9481947133206,86243.397227161,2182.3272809248,933.24327237587,6.0655569112739,83463.735876236,2199.5750544143,902.55328396029,6.021551639407,103845.4842567,2199.630140213,902.45526652485,6.0192069824107,98439.76063231,2199.6734801075,902.37814927489,6.0192058126596,137665.87032501,2180.8415824506,935.88686396698,0.66537606415352,174717.44317761,2198.6796800957,904.14647669795,0.6602902897819,174716.59181602,2196.7831803353,907.52103143181,0.66029306477326,128374.25511803,2181.972262567,933.87497763878,0.66537423944583,97253.931591262,43909.58,2182.2245077432,933.42614280572,5.948192175188
96.900000000001,175142.26195187,138095.32771349,907.46649400669,936.04720563949,0.21717663153525,933.44525717874,902.64958392074,122748.63710694,1995.2865425494,856.41528166097,1.6124085971652,124716.66731891,1995.2953365028,856.39726126478,1.6124085971652,80898.403936941,2182.0315878104,933.76941670754,5.9488591727193,86235.871388827,2182.2118781788,933.44861534025,6.0662344869833,83456.704980736,2199.5211939824,902.64912102771,6.0221125784436,103835.74848962,2199.5779397327,902.54814994173,6.0198827771861,98429.557117504,2199.6236812776,902.46675929257,6.0198815203356,137664.70624211,2180.7519035796,936.04643491182,0.66545035187343,174715.89882414,2198.8291762378,903.88046932768,0.66036412321263,174715.07049312,2196.8148523178,907.46467559114,0.66036707803936,128373.52219028,2181.8600982824,934.07455821644,0.66544856231479,97247.105469062,43909.58,2182.1093344198,933.63107754485,5.9488566446293
97.100000000001,175140.81376476,138094.16262144,907.39756403286,936.2029021457,0.21720086798325,933.65011398093,902.74671180023,122748.27842791,1995.2712554377,856.44660770973,1.6124262627166,124716.32301206,1995.2811005211,856.42643335836,1.6124262627166,80891.474064653,2181.9183968126,933.97082417694,5.9495207355262,86228.387596563,2182.0967443116,933.65347987259,6.066909144798,83449.742730898,2199.4666116012,902.74624270254,6.0226719122736,103826.16131702,2199.5240329623,902.6440694621,6.0205557761928,98419.5794414,2199.5711157149,902.56029232231,6.0205544651235,137663.46270929,2180.6643916766,936.20215004163,0.66552431286573,174714.32576791,2198.9750657621,903.62087942691,0.66043765166845,174713.51940995,2196.8535973961,907.39573417059,0.6604407716656,128372.70193334,2181.7500158002,934.2704345192,0.66552255918388,97240.272337971,43909.58,2181.9951054365,933.83433196352,5.9495182330044
97.300000000001,175139.33685624,138092.9158142,907.3153411979,936.3540818615,0.21722486123344,933.85318539968,902.84401567992,122747.79683171,1995.2543945411,856.48115872732,1.6124446331519,124715.86023558,1995.2652194589,856.45897651858,1.6124446331519,80884.551484032,2181.8070907305,934.16887770367,5.9501756374929,86220.981438183,2181.9826149266,933.85655707014,6.0675770401465,83442.888855084,2199.411927313,902.84354570642,6.0232256918601,103816.76131392,2199.4693600392,902.74135224343,6.0212221492612,98409.855324021,2199.516974797,902.65662847505,6.0212208102845,137662.13792455,2180.5794164243,936.35335155816,0.66559752671685,174712.72514441,2199.1151629574,903.37159616126,0.66051045904475,174711.93909498,2196.8998135745,907.31349897779,0.66051372564913,128371.79243166,2181.6422489336,934.46219050964,0.665595809594,97233.468323575,43909.58,2181.8824326505,934.03481734784,5.950173172882
97.500000000001,175137.832829,138091.58648519,907.2193084445,936.49994507778,0.21724848952143,934.05340201563,902.9409173733,122747.19626539,1995.2360783501,856.5186919056,1.6124636729201,124715.28258741,1995.2478074267,856.49465691245,1.6124636729201,80877.671510151,2181.698000307,934.36298877757,5.9508205584156,86213.684908036,2181.8700908719,934.05677780795,6.0682347797643,83436.18219733,2199.3574674772,902.94044932881,6.0237704433367,103807.58415193,2199.4145623454,902.83885703669,6.021878520061,98400.410625722,2199.4621651664,902.75415450819,6.0218771722614,137660.73147287,2180.4974268758,936.49924043451,0.66566962232006,174711.09960253,2199.2472963821,903.13648330585,0.66058217864061,174710.33157397,2196.9537920025,907.21745195288,0.66058556957267,128370.79308452,2181.5368788212,934.64968181274,0.66566794275553,97226.727186985,43909.58,2181.7717668709,934.23173154646,5.9508181403803
97.700000000001,175136.30517313,138090.17575064,907.10911647242,936.63958208658,0.21727165158519,934.24998382663,903.03731673191,122746.48088103,1995.2164301597,856.55895459086,1.6124833448957,124714.59385523,1995.2289847905,856.53322788834,1.6124833448957,80870.865510552,2181.5912922016,934.55286085122,5.9514527372552,86206.525906554,2181.75961031,934.25336243769,6.0688795400694,83429.658812195,2199.3032896754,903.0368511113,6.024303293337,103798.66134953,2199.3599864448,902.93596718013,6.0225220824918,98391.268624266,2199.4072940645,902.85178992077,6.022520737591,137659.24476935,2180.418933988,936.63890749468,0.66574029073581,174709.45360228,2199.3693982378,902.9192202174,0.66065250584172,174708.7006977,2197.0157293883,907.10724308138,0.66065599540896,128369.70497097,2181.4338635748,934.83298296307,0.6657386503607,97220.079325873,43909.58,2181.6633890964,934.42457456159,5.9514503707393
97.900000000001,175134.76029165,138088.68778837,906.98455499483,936.77201237844,0.21729426837608,934.4424531593,903.13351725087,122745.65512941,1995.1955753785,856.60168979821,1.6125036085002,124713.79812599,1995.2088758485,856.57443473673,1.6125036085002,80864.161590825,2181.4869909344,934.73845029464,5.9520700192205,86199.529951686,2181.6514414785,934.44583366823,6.0695091160975,83423.34998832,2199.2492244401,903.13305259769,6.0248220795946,103790.02011229,2199.3057076986,903.03254857892,6.0231506479189,98382.450538356,2199.3526755967,902.94897580652,6.0231493106422,137657.68219548,2180.3444886145,936.77137257212,0.6658092904841,174707.79439422,2199.4795939689,902.72314240405,0.66072120323668,174707.05315743,2197.0857440684,906.9826618,0.66072476274867,128368.53192917,2181.3330772844,935.0123179993,0.66580769180048,97213.55273081,43909.58,2181.5574209484,934.61312998507,5.9520677058068
98.100000000001,175133.20660005,138087.12900129,906.84552450126,936.89623104836,0.21731628309229,934.63061375146,903.23012873546,122744.72387679,1995.1736390749,856.6466412399,1.6125244182955,124712.8999135,1995.1876061977,856.61802008673,1.6125244182955,80857.58287071,2181.3850132492,934.91990525053,5.9526708568283,86192.718305092,2181.5456944779,934.63399559096,6.0701219233513,83417.281213358,2199.1949298933,903.22966211151,6.0253253255397,103781.68233708,2199.2515708966,903.12887740822,6.0237626457342,98373.974534535,2199.2983564417,903.04562910737,6.02376131463,137656.05026749,2180.274655445,936.89563088073,0.66587644772734,174706.13109298,2199.5762860721,902.55109239847,0.66078810063561,174705.39758122,2197.163891828,906.84360884693,0.6607916989171,128367.27968326,2181.23435309,935.1879838256,0.66587489425206,97207.170986142,43909.58,2181.4538508271,934.79741845711,5.9526685954132
98.300000000001,175131.65357208,138085.5071052,906.69201539104,937.01126113536,0.2173376599931,934.814502327,903.32795588843,122743.69258744,1995.1507436671,856.69355805919,1.6125457241502,124711.90434515,1995.1653002332,856.66372903033,1.6125457241502,80851.146037551,2181.2852096729,935.09749168518,5.953254277391,86186.106081231,2181.4423484968,934.81788523708,6.0707169651917,83411.47195155,2199.1399543227,903.32748341156,6.0258121521018,103773.66397734,2199.1972440478,903.22554439889,6.0243570899418,98365.854880917,2199.2441581752,903.1420673039,6.0243557585721,137654.35673457,2180.2099836069,937.01070532578,0.6659416527281,174704.47370616,2199.6582263324,902.40529122347,0.66085309138495,174703.74358197,2197.2501776209,906.69007540763,0.66085669537059,128365.95492472,2181.1375254129,935.36027506609,0.66594014903026,97200.951408346,43909.58,2181.3525710222,934.9776316331,5.9532520650613
98.500000000001,175130.11186621,138083.83129473,906.52410019773,937.11620986567,0.217358381676,934.99432133223,903.42788255863,122742.5673529,1995.1270065305,856.74219973255,1.6125674722238,124710.81719681,1995.1420787841,856.7113139671,1.6125674722238,80844.862179831,2181.187408035,935.27151595193,5.9538198083438,86179.703135632,2181.3412896354,934.99770527507,6.0712937569872,83405.935504402,2199.0838012215,903.42739996169,6.0262822082665,103765.97564149,2199.1422804957,903.32334431362,6.024933502976,98358.10249703,2199.1897322156,903.23891064845,6.0249321613679,137652.61076168,2180.1509750667,937.11570272822,0.66600485161033,174702.83324821,2199.7245714083,902.28723948702,0.66091612401393,174702.10189388,2197.3445599751,906.52213527569,0.66091969940649,128364.56550821,2181.0424673602,935.52941750854,0.6660034032405,97194.905698206,43909.58,2181.2534204691,935.15405610472,5.9538176413386
98.700000000001,175128.59398271,138082.11293131,906.34194263189,937.21032581624,0.21737844455095,935.17036227327,903.53076100072,122741.35472397,1995.1025378897,856.79234039,1.6125896049678,124709.64473675,1995.1180568626,856.76053921589,1.6125896049677,80838.739319044,2181.0914543351,935.44225207272,5.9543673532679,86173.517104177,2181.2423540005,935.17374733008,6.0718521997406,83400.679019879,2199.0259915384,903.53026416661,6.0267355972115,103758.62412965,2199.0861839761,903.42316018484,6.0254917894263,98350.726532188,2199.1346224986,903.33697064311,6.0254904256582,137650.82364167,2180.0980525072,937.20987098357,0.66606603261344,174701.22239435,2199.7749178021,902.19765515644,0.66097718840727,174700.48504834,2197.4469459825,906.33995376772,0.6609807003802,128363.1212037,2180.9491205361,935.69551506035,0.66606464593056,97189.042529872,43909.58,2181.1562280275,935.32699639237,5.9543652279169
98.900000000001,175127.11263271,138080.3638853,906.14582463165,937.29305309337,0.21739785416402,935.34292873327,903.63731462491,122740.061595,1995.0774395387,856.84377143706,1.6126120616987,124708.39361169,1995.0933418476,856.8111847386,1.6126120616987,80832.781545109,2180.9972474159,935.60988004293,5.9548970636434,86167.551715542,2181.1453709683,935.346315003,6.0723924491483,83395.704524721,2198.9661183682,903.63680005655,6.0271726918268,103751.61260696,2199.0284712686,903.52585183523,6.0260321055274,98343.733765542,2199.0783305158,903.43713431359,6.0260307073156,137649.00716189,2180.0515288707,937.292653255,0.66612521186428,174699.65387057,2199.8093136886,902.13645251132,0.66103630153183,174698.90576455,2197.5571761945,906.14381460053,0.6610397154563,128361.63211528,2180.8575157773,935.85851285177,0.66612389377411,97183.366211321,43909.58,2181.0608519304,935.49670475025,5.9548949771924
99.100000000001,175125.67936734,138078.5951301,905.936189871,937.36407799558,0.21741662111371,935.51226673151,903.74806164248,122738.69521951,1995.0518042447,856.89630277731,1.6126347808322,124707.07085616,1995.0680323836,856.86304839434,1.6126347808322,80826.988352453,2180.904765177,935.77443918683,5.9554092266657,86161.805262117,2181.0502023204,935.51565423424,6.0729148008838,83391.010506231,2198.9038899203,903.74752683215,6.0275939432578,103744.94089276,2198.9687275506,903.63215738335,6.0265547450941,98337.128065608,2199.0203773824,903.54025376802,6.0265533012528,137647.17221962,2180.0115811141,937.36373467235,0.66618242093163,174698.13910832,2199.8282466956,902.10276388682,0.66109349498261,174697.37559967,2197.6750002782,905.93416320609,0.66109677715893,128360.10736707,2180.7677844798,936.01817708226,0.66618117855596,97177.875571759,43909.58,2180.9672122092,935.66332347114,5.9554071779296
99.300000000001,175124.30615438,138076.81833033,905.71369961044,937.42336353467,0.21743475617997,935.67850797185,903.86326514992,122737.26293346,1995.0257154651,856.94976339114,1.612657701082,124705.68361934,1995.0422178876,856.91594695164,1.612657701082,80821.359019605,2180.8140813298,935.93579834559,5.9559041317259,86156.275941466,2180.9567741278,935.68189656983,6.0734195540245,83386.592574605,2198.8391576426,903.86270882092,6.0279998327939,103738.60801725,2198.906650293,903.74261513694,6.0270600037142,98330.913035392,2198.9603580808,903.64704967828,6.0270585053773,137645.33043337,2179.9782307757,937.42307691165,0.6662376919706,174696.68983663,2199.8326084078,902.09500283315,0.6611488001548,174695.90655095,2197.8000457362,905.71166239102,0.66115191852796,128358.55680949,2180.680161041,936.17409067438,0.66623653227114,97172.568741562,43909.58,2180.8753141976,935.82684306469,5.9559021215361
99.500000000001,175123.00441836,138075.04485177,905.47929466564,937.47116775361,0.2174522659925,935.841629227,903.98291224674,122735.77191171,1994.9992475773,857.00400086609,1.6126807617346,124704.23892238,1995.0159785049,856.96971617841,1.6126807617346,80815.892998502,2180.725372747,936.09364279898,5.9563819517389,86150.961900786,2180.8650995657,935.84501856634,6.0739068895817,83382.444707467,2198.7719280363,903.98233445492,6.0283907386155,103732.6130176,2198.8420786013,903.8575113855,6.0275480580604,98325.092188792,2198.8979838404,903.75803587118,6.0275464995756,137643.49317201,2179.9513336357,937.47093659136,0.66629104449934,174695.31715916,2199.8236379657,902.11096447392,0.66120223508101,174694.51011976,2197.9317831727,905.47725414103,0.66120515992019,128356.99014042,2180.5949774577,936.32566288671,0.66628997388268,97167.443420177,43909.58,2180.7852624414,935.98707750632,5.9563799831787
99.700000000001,175121.78467783,138073.2853814,905.23425587601,937.50804302391,0.21746914964742,936.00142893147,904.10672171063,122734.22899703,1994.9724669597,857.0588791809,1.612703902964,124702.74348269,1994.9893856562,857.0242097209,1.612703902964,80810.590798279,2180.6389182025,936.24747650806,5.9568426505057,86145.861936608,2180.7752920565,936.00481840478,6.0743767755898,83378.56079344,2198.7023584199,904.10612380806,6.0287668262651,103726.95600169,2198.7750063675,903.97685699742,6.0280188717015,98319.669554728,2198.8331097501,903.87347019561,6.0280172511398,137641.6711882,2179.9305800603,937.50786466133,0.66634247505669,174694.03122775,2199.8028485254,902.14795636052,0.66125379417825,174693.196969,2198.069492379,905.23221996621,0.6612564987005,128355.41663285,2180.5126513039,936.47215070475,0.66634149898745,97162.497741054,43909.58,2180.6972653217,936.14365601113,5.956840728947
99.900000000001,175120.65539378,138071.54875458,904.98025488957,937.53481530038,0.21748539705613,936.15752033139,904.234177324,122732.640688,1994.9454337472,857.11427510814,1.6127270672678,124701.20368969,1994.9625033216,857.07929647216,1.6127270672678,80805.453002378,2180.5550896844,936.39663757221,5.9572859374925,86140.973731907,2180.6875691065,936.16090906325,6.0748289205884,83374.936260199,2198.6307382692,904.23356179851,6.0291279392538,103721.638231,2198.7055792577,904.10039277993,6.0284721491954,98314.649112924,2198.7657461517,903.99333424961,6.028470468457,137639.87344982,2179.915506606,937.53468575449,0.6663919521329,174692.84012971,2199.7719414451,902.20295116529,0.66130344329034,174691.97578366,2198.2122338325,904.97823161483,0.66130590420945,128353.84405187,2180.4336682635,936.61268992254,0.66639107478156,97157.729030528,43909.58,2180.611631342,936.29602964064,5.9572840704573
100.1,175119.6245196,138069.84355292,904.71938740032,937.55254441931,0.21750098756258,936.30933942292,904.36458147702,122731.01297782,1994.9182037625,857.17007425715,1.6127501997573,124699.62544073,1994.9353898557,857.134856853,1.6127501997573,80800.483547948,2180.4743375552,936.54032463483,5.9577112302571,86136.298012435,2180.6022478327,936.31272627638,6.0752627349621,83371.568532031,2198.5574591481,904.36395169382,6.0294736380053,103716.66389885,2198.6340771202,904.22762078251,6.0289072978907,98310.036911715,2198.6960539828,904.11734166767,6.0289055624295,137638.108739,2179.90551828,937.55245857658,0.66643941192789,174691.75145821,2199.732713792,902.27275125972,0.66135111557301,174690.85482988,2198.3588300257,904.71738429589,0.66135331355619,128352.28033941,2180.3585602245,936.74633412002,0.66643863587676,97153.137570308,43909.58,2180.5287583322,936.44349051212,5.957709427133
100.3,175118.69890177,138068.1775269,904.45418212623,937.56246861343,0.21751588968852,936.45616539491,904.49712162107,122729.35126644,1994.8908303538,857.22616730774,1.6127732476553,124698.01404846,1994.9080999385,857.19077881446,1.6127732476553,80795.689344772,2180.3971707252,936.67763216163,5.9581176479068,86131.837880015,2180.5197334645,936.45954899554,6.0756773239856,83368.457668355,2198.4829773958,904.4964815021,6.0298031854613,103712.04015962,2198.5608847599,904.35785629914,6.0293234212661,98305.840908355,2198.6243258055,904.24497187625,6.0293216394893,137636.38506963,2179.8999196805,937.56242049734,0.6664847575572,174690.77174376,2199.686965083,902.35415465665,0.66139671083389,174689.84135762,2198.5078603985,904.45220569654,0.6613986308506,128350.73309231,2180.2878797978,936.87210000395,0.66648408358432,97148.726207872,43909.58,2180.4491168495,936.58520133543,5.9581159195434
100.5,175117.88387839,138066.55723121,904.18758067556,937.56593814905,0.21753006223739,936.59715125756,904.63094120701,122727.66039447,1994.8633661533,857.28244640721,1.6127961601055,124696.37426681,1994.8806864321,857.24695403253,1.6127961601055,80791.079660337,2180.3241328333,936.80759282333,5.9585040418431,86127.597866284,2180.4405021209,936.60053003401,6.0760715189462,83365.606967553,2198.4077742727,904.63029488835,6.0301155569647,103707.77691651,2198.4864551055,904.49029340657,6.0297193501628,98302.070648213,2198.5509556115,904.37552382295,6.0297175325955,137634.70931089,2179.8979522629,937.56592124046,0.66652786241139,174689.90607659,2199.6364090715,902.44411197243,0.66144009902386,174688.94119254,2198.6576726038,904.18563593629,0.66144173057458,128349.20922566,2180.2221720914,936.98901763096,0.66652728936664,97144.499717678,43909.58,2180.3732289159,936.7202332458,5.9585024000528
100.7,175117.18401717,138064.98883512,903.92288584147,937.56434407809,0.21754345587112,936.73136259174,904.76520712259,122725.94463571,1994.8358648152,857.33880160815,1.6128188872771,124694.71028164,1994.8532021407,857.30327430194,1.6128188872771,80786.667333743,2180.2557753133,936.92922542122,5.9588690396921,86123.585673086,2180.3650790254,936.73473483023,6.0764439217615,83363.022625755,2198.3323180507,904.76455862873,6.0304095313354,103703.88709161,2198.4112693798,904.62407583671,6.0300936873221,98298.737920847,2198.4764014905,904.50818240118,6.0300918456435,137633.0879836,2179.8988343675,937.56435165917,0.66656857497899,174689.15885417,2199.5825958998,902.53986494702,0.66148112518227,174688.15946203,2198.8064114944,903.92097598863,0.66148246239837,128347.71579029,2180.1619447155,937.09618378021,0.66656809976048,97140.466370927,43909.58,2180.3016430672,936.84761020071,5.9588674966767
100.9,175116.60182384,138063.47686923,903.66367856358,937.55904835039,0.21755601606118,936.857822651,904.89916685255,122724.20787706,1994.8083825597,857.39511770546,1.6128413800808,124693.02588266,1994.8257014641,857.35962814739,1.6128413800808,80782.466345777,2180.1926282444,937.04158675372,5.9592111268733,86119.809091288,2180.2940131527,936.86118656104,6.0767929880196,83360.713759307,2198.2570318612,904.89851982,6.0306837136929,103700.38508583,2198.3357988221,904.75836508525,6.0304448901469,98295.854987423,2198.4011457618,904.64208939189,6.0304430362141,137631.52598731,2179.9018005007,937.55907384225,0.66660672787425,174688.53250375,2199.5268490891,902.63905856037,0.66151961856918,174687.49928272,2198.9520657044,903.66180479639,0.66152066017954,128346.25868731,2180.1076372862,937.19281621668,0.66660634550663,97136.635348401,43909.58,2180.2349065994,936.96635836401,5.9592096945946
101.1,175116.13873272,138062.0252976,903.41370656113,937.55132091887,0.21756768604724,936.97556219685,905.03219068317,122722.45366832,1994.7809792068,857.45127211722,1.6128635893616,124691.32451289,1994.7982417616,857.41589802959,1.6128635893616,80778.493057948,2180.1351700779,937.14382548417,5.9595287285928,86116.278070389,2180.2278492159,936.97891598601,6.0771171104999,83358.691205617,2198.1822699362,905.03154815631,6.0309366829598,103697.28660162,2198.2604718495,904.89239884434,6.0307713537543,98293.434911762,2198.3256570578,904.77641092918,6.0307694987181,137630.02765381,2179.9061366998,937.55135818549,0.66664214691248,174688.02846539,2199.4702207239,902.73982077594,0.6615554018224,174686.96272693,2199.0925301438,903.41186807145,0.66155615098779,128344.84369318,2180.0595920781,937.27830591083,0.66664185072222,97133.018466367,43909.58,2180.1735359624,937.07555878575,5.9595274181099
101.3,175115.79444426,138060.63689133,903.17675022891,937.54228810094,0.21757841017416,937.08367233239,905.16379656901,122720.68531393,1994.7537186546,857.50713390457,1.6128854647145,124689.60936104,1994.7708842183,857.47195856908,1.6128854647145,80774.764788033,2180.0837976482,937.23523550139,5.9598203022583,86113.003373505,2180.1670979707,937.08701428695,6.0774147133736,83356.966370173,2198.1083035857,905.16316087956,6.0311670834476,103694.60711952,2198.1856494386,905.02553480675,6.0310715045357,98291.490054597,2198.2503581624,904.91039472887,6.0310696581308,137628.59610153,2179.9112095852,937.54233169886,0.66667466135574,174687.64652551,2199.413466869,902.84080628292,0.66158830125833,174686.55013229,2199.2256812717,903.17494435632,0.66158876527954,128343.47575619,2180.0180278248,937.35226365696,0.66667444323241,97129.62890641,43909.58,2180.1179864766,937.17440128726,5.9598191230591
101.5,175115.56652814,138059.31285586,902.95647357289,937.53289458586,0.21758813749035,937.18135820396,905.2936570635,122718.90602872,1994.7266689919,857.56256354115,1.6129069536727,124687.88351678,1994.7436942088,857.52767580159,1.6129069536727,80771.298541244,2180.038798242,937.31530561926,5.9600844370363,86109.995515735,2180.1122060344,937.18468677155,6.0776843537611,83355.550173478,2198.0353172543,905.29302979664,6.0313737099736,103692.36039282,2198.111610263,905.15727711211,6.0313439009348,98290.030577284,2198.1756022952,905.04341228607,6.0313420709983,137627.23284433,2179.9164877492,937.53293994801,0.66670411496592,174687.38440805,2199.3570438364,902.94120313811,0.66161815795339,174686.25967397,2199.3494607863,902.95469610986,0.66161834786482,128342.15852784,2179.9830188635,937.41455718245,0.66670396569354,97126.480139779,43909.58,2180.06862288,937.26223686838,5.9600833964005
101.7,175115.4477805,138058.0501947,902.75626955405,937.52387944057,0.21759682516938,937.26799086235,905.42158910046,122717.11907502,1994.6999023277,857.61741326286,1.6129280012275,124686.15010854,1994.7167412876,857.58290719761,1.6129280012275,80768.107624755,2180.0003257838,937.38376195049,5.9603199485389,86107.261866527,2180.0635267406,937.27130473205,6.0779248184071,83354.002635595,2197.9634195728,905.42096161427,6.0315892839183,103690.55450043,2198.0385471295,905.28728268774,6.0315873292361,98289.060570625,2198.1016596063,905.17498290687,6.0315855214913,137625.93513883,2179.9215552782,937.52392299247,0.66673037652445,174687.23511236,2199.3011244824,903.04070376806,0.66164483826675,174686.08469139,2199.4619624721,902.75451517424,0.66164476833238,128340.89161937,2179.9544817575,937.46533495111,0.66673028616366,97123.582832908,43909.58,2180.0256925596,937.33862533875,5.960319050974
101.9,175115.42032797,138056.83578619,902.5791100727,937.51576462429,0.21760444179754,937.34315398647,905.54752926873,122715.32790168,1994.6734942446,857.67152818726,1.6129485499082,124684.41244267,1994.6900988599,857.6375023362,1.6129485499082,80765.194548986,2179.9683832929,937.44059912296,5.9605259696772,86104.799740548,2180.0212938855,937.34645216109,6.0781352165467,83352.456344241,2197.8926459446,905.54689333705,6.031802820144,103689.18475077,2197.966571928,905.41535244134,6.0318008955302,98288.570833988,2198.0287140991,905.30477918302,6.0317991136144,137624.69004679,2179.926118242,937.5158038398,0.6667533499369,174687.18099676,2199.2456323466,903.13944422321,0.66166824392753,174686.00776259,2199.5615164612,902.57737284484,0.66166793106032,128339.6645617,2179.9321711474,937.50503354558,0.66675330823646,97120.937875459,43909.58,2179.989303556,937.40337445546,5.9605252164768
