time,HX_Tin_primary,HX_Tin_secondary,HX_Tout_primary,HX_Tout_secondary,primary_mdot,J_core_to_upper_plenum:pressure,J_core_to_upper_plenum:rho,J_core_to_upper_plenum:temperature,J_core_to_upper_plenum:velocity,J_downcomer_to_inlet_plenum:pressure,J_downcomer_to_inlet_plenum:rho,J_downcomer_to_inlet_plenum:temperature,J_downcomer_to_inlet_plenum:velocity,J_inlet_plenum_to_core:pressure,J_inlet_plenum_to_core:rho,J_inlet_plenum_to_core:temperature,J_inlet_plenum_to_core:velocity,J_pipe1_to_pipe2:pressure,J_pipe1_to_pipe2:rho,J_pipe1_to_pipe2:temperature,J_pipe1_to_pipe2:velocity,J_pipe3_to_HX:pressure,J_pipe3_to_HX:rho,J_pipe3_to_HX:temperature,J_pipe3_to_HX:velocity,J_pipe4_to_pipe5:pressure,J_pipe4_to_pipe5:rho,J_pipe4_to_pipe5:temperature,J_pipe4_to_pipe5:velocity,J_pipe5_to_downcomer:pressure,J_pipe5_to_downcomer:rho,J_pipe5_to_downcomer:temperature,J_pipe5_to_downcomer:velocity,J_upper_plenum_to_pipe1:pressure,J_upper_plenum_to_pipe1:rho,J_upper_plenum_to_pipe1:temperature,J_upper_plenum_to_pipe1:velocity,Pump:pressure,Pump:pump_head,Pump:rho,Pump:temperature,Pump:velocity,T_H:pressure,T_H:rho,T_H:temperature,T_H:velocity
95.600000000001,825.57764483772,824.8167,794.86850715421,750.27093058694,189.57148281586,137300.76148843,2089.8776570352,824.59491630741,0.7849505180725,172818.08189331,2106.2860967489,795.39840436136,0.77941448634599,172817.29991321,2105.8239412928,796.22074503061,0.77941536675878,69025.966109977,2089.6460074,825.00710427038,7.0171703101322,72351.537500256,2089.6237915971,825.04663416894,7.1556315578619,89794.558322875,2106.5988591441,794.84188764387,7.1051539596987,84889.28667208,2106.5875508316,794.86200919639,7.1051543995409,128399.80486948,2089.6688944449,824.96637999136,0.78495092727594,84750.149295117,43909.58,2089.6363179453,825.02434529313,7.0171707336808,70160.933883468,2106.6120695258,794.81838162672,7.1051534946799
95.800000000001,825.5494975269,824.8167,794.84239921611,750.27066117073,189.5718403889,137300.77984197,2089.9038931033,824.54823291229,0.78493984668085,172818.65456885,2106.30986691,795.35610870098,0.77940399183585,172817.8709486,2105.8563111314,796.16314745296,0.77940485622237,69026.829514348,2089.6636689163,824.97567808488,7.0170750739472,72352.581179502,2089.6405087601,825.01688832727,7.1555344805653,89795.823148781,2106.6138709604,794.81517622698,7.1050584508794,84890.560910516,2106.6028992395,794.83469886212,7.1050588775824,128399.73020952,2089.6875279654,824.93322426091,0.78494027096587,84751.036480558,43909.58,2089.6535667683,824.9936534372,7.0170755154222,70162.003951621,2106.626691242,794.79236433805,7.1050579996642
96.000000000001,825.52007292639,824.8167,794.81703736216,750.2703997229,189.57207776125,137300.80324069,2089.9308859811,824.50020288058,0.78492883396376,172819.23530469,2106.3330466477,795.31486361614,0.77939315937738,172818.45003965,2105.8882606296,796.10629781205,0.77939400739304,69027.718856654,2089.6820788169,824.94292025465,7.0169767874161,72353.652515051,2089.6579334442,824.98588355129,7.1554342945647,89797.15169011,2106.6284402092,794.78925229681,7.1049598586494,84891.908668178,2106.6177917232,794.80819978074,7.1049602727073,128399.65720483,2089.7069403926,824.89868257544,0.7849292733296,84751.947672475,43909.58,2089.6715476137,824.96165905036,7.016977247622,70163.131414832,2106.640887237,794.76710456052,7.1049594206685
96.200000000001,825.48931667586,824.8167,794.7923848942,750.2701462057,189.57218892049,137300.83207691,2089.9586134336,824.45086577652,0.78491746360009,172819.82390937,2106.3556368775,795.27466747769,0.77938197242511,172819.03699674,2105.9197676057,796.05023557706,0.77938280377048,69028.635883144,2089.7012615546,824.90878726941,7.0168753037107,72354.753024235,2089.6760974027,824.95356334038,7.1553308498352,89798.545607486,2106.6425861354,794.76408160966,7.1048580318195,84893.331392779,2106.6322466451,794.78247927912,7.1048584337721,128399.58625312,2089.7271491734,824.86272389075,0.78491791796795,84752.884456311,43909.58,2089.6902880668,824.92831304842,7.0168757833051,70164.317956621,2106.6546777921,794.74256620621,7.104857606472
96.400000000001,825.45718425063,824.8167,794.76840321672,750.26990055762,189.57216855021,137300.8666678,2089.9870506754,824.40026570222,0.78490572154088,172820.42012242,2106.3776396025,795.23551672147,0.77937041670032,172819.63155891,2105.9508114934,795.99499734268,0.77937123111696,69029.582139701,2089.7212361448,824.87324529399,7.0167704963406,72355.88405105,2089.695026881,824.91988099468,7.1552240170734,89800.006179948,2106.656329151,794.73962784528,7.1047528399002,84894.830110664,2106.6462835596,794.75750256298,7.1047532303021,128399.51769314,2089.7481664821,824.82532654439,0.78490619075062,84753.848251141,43909.58,2089.7098102264,824.89357610965,7.0167709958384,70165.564918973,2106.6680842964,794.71871121636,7.1047524265472
96.600000000001,825.42364087988,824.8167,794.74505198337,750.26966309564,189.57201197845,137300.90774417,2090.0161705225,824.34845102767,0.78489359576823,172821.02408963,2106.3990579047,795.19740586354,0.7793584799503,172820.23387533,2105.9813734054,795.94061671645,0.77935927722439,69030.559558351,2089.7420162833,824.83626995855,7.0166622570539,72357.047419316,2089.7147426565,824.88479954351,7.1551136856387,89801.53476389,2106.6696907224,794.71585280707,7.1046441708806,84896.40593052,2106.6599231568,794.73323281715,7.1046445503251,128399.4522962,2089.7699993986,824.78647793845,0.78489407959243,84754.840919694,43909.58,2089.7301307995,824.85741850627,7.0166627768538,70166.873699478,2106.6811290111,794.69549998033,7.1046437688541
96.800000000001,825.38866135835,824.8167,794.72229513177,750.26943462606,189.57171524316,137300.95505229,2090.0459433431,824.29547447848,0.78488107658557,172821.6349868,2106.4198959104,795.16032756156,0.77934615223902,172820.8431209,2106.0114360939,795.8871243881,0.77934693219492,69031.568850365,2089.7636105278,824.79784603596,7.0165504983981,72358.243665441,2089.7352601421,824.84829156217,7.1549997660068,89803.131487901,2106.682692436,794.69271808542,7.1045319338338,84898.058646629,2106.6731868857,794.70963187598,7.1045323029289,128399.38986328,2089.7926501858,824.7461740467,0.78488157472932,84755.86309578,43909.58,2089.7512612438,824.81981985089,7.0165510387297,70168.244562579,2106.6938320322,794.67289673987,7.104531542497
97.000000000001,825.35222976576,824.8167,794.70009618865,750.26921563338,189.57127518612,137301.00835231,2090.0763377573,824.24139189096,0.78486815701223,172822.25200565,2106.4401588216,795.12427255937,0.77933342633939,172821.45848765,2106.0409839141,795.8345481956,0.77933418884409,69032.610448122,2089.786022519,824.75796704798,7.0164351572306,72359.472940881,2089.7565895447,824.81033888845,7.1548821935498,89804.79619715,2106.6953551956,794.67018648462,7.1044160626436,84899.787697936,2106.6860962067,794.6866615539,7.1044164219887,128399.33022349,2089.8161165274,824.70441899048,0.78486866911934,84756.9151014,43909.58,2089.773207968,824.78076874024,7.0164357182406,70169.677586721,2106.7062139235,794.65086490482,7.104415681372
97.200000000001,825.31433905798,824.8167,794.67840723526,750.26900597939,189.57068934925,137301.06843836,2090.1073204656,824.18626251668,0.78485483236241,172822.87538179,2106.4598528923,795.08922972909,0.7793202973196,172822.08021088,2106.0700027998,795.7829131677,0.77932104227853,69033.685796839,2089.8092512421,824.71663480055,7.0163161910079,72360.736571092,2089.7787360753,824.77093225037,7.1547609246055,89806.529384961,2106.7077011063,794.64821867198,7.1042965120616,84901.59322587,2106.6986726096,794.66428361288,7.1042968622702,128399.27425324,2089.8403918122,824.66122453344,0.78485535802141,84757.998358684,43909.58,2089.7959725712,824.74026232875,7.0163167726837,70171.173421184,2106.7183014372,794.62935687336,7.1042961401114
97.400000000001,825.27499063891,824.8167,794.65717556978,750.26880522213,189.56995592824,137301.13508352,2090.1388566231,824.1301483575,0.7848411000497,172823.50433291,2106.478985473,795.05518599107,0.77930676234503,172822.70751001,2106.0984802753,795.73224150303,0.77930748970081,69034.795190795,2089.8332913084,824.67385888184,7.0161935760011,72362.034750226,2089.8017001981,824.73007082191,7.1546359347417,89808.330234349,2106.7197559192,794.62676882703,7.1041732558964,84903.474019606,2106.7109391713,794.64245699061,7.1041735976449,128399.22182083,2089.8654654612,824.61660949969,0.78484163879901,84759.113160588,43909.58,2089.8195521153,824.69830584465,7.0161941782451,70172.731424785,2106.7301240888,794.6083201266,7.1041728924448
97.600000000001,825.23419384009,824.8167,794.63634944192,750.26861284657,189.56907375523,137301.20826871,2090.1709097905,824.07311425178,0.78482695955406,172824.13829647,2106.4975650173,795.02212630377,0.77929282064378,172823.33982272,2106.1264053767,795.68255271044,0.77929353037639,69035.938971143,2089.8581332528,824.62965613387,7.0160673069919,72363.367714812,2089.825477906,824.68776173306,7.1545072184024,89810.197832674,2106.7315484912,794.60578560283,7.1040462867274,84905.428713724,2106.7229220516,794.62113513955,7.1040466207874,128399.17301391,2089.8913231951,824.57059929694,0.78482751088449,84760.259858606,43909.58,2089.8439394134,824.65491207575,7.0160679295982,70174.350890714,2106.7417109315,794.58770296888,7.1040459308728
97.800000000001,825.19196539009,824.8167,794.6158794875,750.26842832539,189.5680423067,137301.28800484,2090.2034422861,824.01522724901,0.78481241244143,172824.77675435,2106.5156010823,794.99003366142,0.77927847353093,172823.97663162,2106.1537686448,795.63386362127,0.77927916565659,69037.117330037,2089.8837638362,824.58405011354,7.0159373974779,72364.735534897,2089.8500610182,824.64401954054,7.1543747891078,89812.130993442,2106.7431081782,794.58521676473,7.1039156161546,84907.455625179,2106.7346499778,794.60026694341,7.1039159433467,128399.12795935,2089.9179473527,824.52322535107,0.78481297580091,84761.438658733,43909.58,2089.8691233324,824.61010083199,7.0159380401187,70176.030872489,2106.7530897325,794.56745599201,7.1039152670045
98.000000000001,825.14832884827,824.8167,794.59571798171,750.26825114665,189.56686169123,137301.37430176,2090.2364153256,823.95655636019,0.7847974623395,172825.41920237,2106.5331043475,794.95888906141,0.77926372438532,172824.6174317,2106.1805620702,795.58618848714,0.77926439895529,69038.330287342,2089.9101663431,824.53707056386,7.0158038794216,72366.138099973,2089.875437475,824.59886570279,7.1542386792762,89814.128247775,2106.7544631492,794.56501219002,7.1037812746843,84909.552773921,2106.7461521994,794.57980035702,7.1037815958054,128399.08679182,2089.9453171708,824.47452460717,0.7847980371392,84762.649603142,43909.58,2089.8950890929,824.56389841113,7.0158045417054,70177.770170259,2106.7642873815,794.54753134973,7.1037809313994
98.200000000001,825.10331343572,824.8167,794.57581783985,750.26808229551,189.56553261678,137301.46719597,2090.2697891413,823.89717234639,0.78478211483809,172826.06517446,2106.5500866204,794.92867149395,0.77924857854389,172825.26176028,2106.2067790065,795.53953913431,0.77924923564755,69039.577740432,2089.9373208742,824.48875289292,7.0156668023675,72367.575186032,2089.9015916467,824.5523280307,7.1540989392368,89816.187907403,2106.7656403882,794.54512386447,7.1036433107105,84911.717962766,2106.7574569187,794.55968519806,7.1036436265462,128399.04968246,2089.9734090644,824.42453903127,0.78478270045054,84763.892622717,43909.58,2089.9218185661,824.51633707095,7.0156674837971,70179.567370132,2106.7753304299,794.52788179733,7.1036429724851
98.400000000001,825.05695142276,824.8167,794.55613217797,750.26792607639,189.56405634718,137301.56679695,2090.3035235715,823.83714666995,0.78476637731426,172826.71429087,2106.566560959,794.89935772421,0.77923304313929,172825.90923615,2106.232414124,795.49392504623,0.77923368290027,69040.859536976,2089.9652046245,824.43913767875,7.0155262319315,72369.046535888,2089.9285046217,824.50444017487,7.1539556357584,89818.308125134,2106.7766663406,794.52550473202,7.1035017890136,84913.948846616,2106.7685911186,794.5398734545,7.1035021003463,128399.01688061,2090.002196864,824.37331518863,0.78476697309209,84765.167614246,43909.58,2089.94929056,824.46745451966,7.0155269319835,70181.420897852,2106.7862452922,794.5084603342,7.1035014550604
98.600000000001,825.00927818451,824.8167,794.536614174,750.26778236637,189.56243468197,137301.67299453,2090.3375773107,823.77655282787,0.78475025886616,172827.36597583,2106.5825416278,794.87092237046,0.77921712702141,172826.55928604,2106.2574634143,795.44935335529,0.77921774959596,69042.175150503,2089.9937921489,824.38827019767,7.0153822490707,72370.551507166,2089.9561544969,824.45524110878,7.1538088512016,89820.486652335,2106.7875673472,794.50610792316,7.1033567900996,84916.242661845,2106.7795811644,794.52031821274,7.1033570976467,128398.98842536,2090.0316521038,824.32090372993,0.78475086412538,84766.474103069,43909.58,2089.9774810959,824.4172934236,7.0153829670978,70183.328804161,2106.797058378,794.48921996795,7.1033564596052
98.800000000001,824.96897280713,824.8167,794.51732270975,750.267649059,189.56066866574,137301.79110433,2090.3719087098,823.71546492925,0.78473376501186,172828.02502872,2106.5980441127,794.84333787777,0.77920083545557,172827.21672768,2106.2819241341,795.40582894283,0.77920144103469,69043.531487144,2090.023055601,824.33619999823,7.0152349028697,72372.098566711,2089.9845166303,824.40477467922,7.1536586356861,89822.726195713,2106.7983537128,794.48691510177,7.1032083621501,84918.60251464,2106.7904479616,794.50098227481,7.1032086663776,128398.96979624,2090.0617442042,824.26735906725,0.78473437904667,84767.819796415,43909.58,2090.0063636466,824.36590098466,7.0152356382567,70185.29314859,2106.8077361903,794.47022030197,7.1032080352353
99.000000000001,824.92238775032,824.8167,794.49794091907,750.26752335564,189.5587644698,137301.90607254,2090.4064759057,823.65395746314,0.78471692188386,172828.67621834,2106.6130851354,794.81657449224,0.77918419436019,172827.86626132,2106.3057947527,795.36335453256,0.77918478317316,69044.905244238,2090.0529650118,824.28298040609,7.015084426596,72373.657934725,2090.0135639552,824.35308904767,7.153505226386,89825.011323535,2106.8090641274,794.46785742457,7.1030567409171,84921.009189479,2106.8012140926,794.48182545804,7.1030570426048,128398.94605618,2090.0924406875,824.21273899029,0.78471754397206,84769.178662036,43909.58,2090.0359094524,824.31332837655,7.0150851784491,70187.302605367,2106.8184560418,794.45114583317,7.1030564151371
99.200000000001,824.8718392944,824.8167,794.47854316223,750.2674015022,189.55672281341,137302.02926233,2090.4412368173,823.59210530725,0.78469973279659,172829.33011885,2106.6276826884,794.79060019854,0.77916720678602,172828.51856669,2106.3290748627,795.32193084927,0.77916777909473,69046.316586948,2090.0834883968,824.22866833318,7.0149308497504,72375.25838406,2090.0432671179,824.30023644498,7.1533486538426,89827.34630266,2106.8197607736,794.4488242462,7.1029019532871,84923.470839895,2106.811920106,794.46277561206,7.1029022538493,128398.92879337,2090.1237073329,824.15710438992,0.78470036219413,84770.574727425,43909.58,2090.0660876096,824.25963058792,7.0149316173423,70189.356211915,2106.8291788198,794.43206615697,7.102901627322
99.400000000001,824.81951621833,824.8167,794.45922914756,750.26728234647,189.55454768168,137302.15917429,2090.4761495019,823.52998309273,0.78468221404577,172829.98507886,2106.6418557146,794.76538129079,0.77914988880813,172829.17192758,2106.3517652096,795.28155656663,0.77915044490706,69047.757699549,2090.1145920406,824.17332377119,7.0147743177799,72376.886635198,2090.0735947694,824.2462726524,7.1531890660875,89829.729802388,2106.8304596019,794.4297871852,7.1027441457723,84925.982565347,2106.8226093334,794.4437556346,7.1027444462084,128398.91663598,2090.1555084382,824.10051879326,0.78468284999784,84771.997944717,43909.58,2090.0968653785,824.20486587456,7.0147751002754,70191.456538155,2106.8398490279,794.41308002161,7.1027438202388
99.600000000001,824.76616154768,824.8167,794.43991766002,750.26716725716,189.55224363751,137302.29586107,2090.511172173,823.46766517261,0.78466438389606,172830.64074246,2106.6556238359,794.74088285433,0.77913225846211,172829.82600054,2106.3738676338,795.24222840968,0.7791327986807,69049.228114885,2090.1462406463,824.11700952619,7.0146149938406,72378.542782799,2090.1045137291,824.19125670985,7.1530266293827,89832.158018399,2106.841142499,794.4107784715,7.1025834838235,84928.540727721,2106.8332973067,794.42473788835,7.1025837841471,128398.90981335,2090.1878069431,824.04304814391,0.78466502563643,84773.448206795,43909.58,2090.1282083324,824.14909549404,7.0146157903528,70193.599606829,2106.850511963,794.39410682739,7.1025831588833
99.800000000001,824.71189892078,824.8167,794.42049742396,750.267057241,189.5498151533,137302.4383193,2090.5462632309,823.40522556787,0.78464625983571,172831.29572724,2106.6690077909,794.71706798767,0.77911433301468,172830.47941292,2106.3953850522,795.2039411882,0.77911485771737,69050.726234292,2090.1783975258,824.05979087929,7.0144530341326,72380.225642123,2090.1359891875,824.13525055599,7.1528615029433,89834.626848432,2106.851822082,794.3917756548,7.1024201252698,84931.141248215,2106.8439811836,794.40572743136,7.1024204254509,128398.9074982,2090.2205646225,823.98476045814,0.78464690658837,84774.924219809,43909.58,2090.1600805533,824.09238335709,7.0144538437445,70195.781242208,2106.8612302384,794.37503516295,7.1024197997638
100,824.65663593283,824.8167,794.40091551946,750.26695586931,189.5472657336,137302.59506866,2090.5813815888,823.3427373865,0.78462785496079,172831.95816498,2106.6820297805,794.69389718777,0.77909612534703,172831.14031577,2106.4163214745,795.16668776783,0.77909663493044,69052.261387871,2090.2110247743,824.00173527704,7.0142885556504,72381.945972972,2090.1679848876,824.07831870531,7.1526938060039,89837.141660611,2106.8625442614,794.3726970437,7.1022541868363,84933.789688457,2106.8546749577,794.3866993635,7.102254487628,128398.9183945,2090.2537422297,823.92572556997,0.78462850594645,84776.436077052,43909.58,2090.1924448051,824.03479572046,7.0142893774122,70198.006207252,2106.8720307802,794.35581711702,7.1022538593808
100.2,824.6002837662,824.8167,794.38115360798,750.26685186285,189.54460024873,137302.7547458,2090.6164868084,823.28027258289,0.78460918757995,172832.6164591,2106.6947131047,794.67132899527,0.77907765355595,172831.79709443,2106.4366819832,795.1304591047,0.77907814845237,69053.81943432,2090.2440834264,823.9429120526,7.0141217220055,72383.687904885,2090.2004632966,824.02052794207,7.1525237053293,89839.688818294,2106.87334814,794.35347306044,7.1020858328632,84936.470821447,2106.8654157231,794.36758768131,7.1020861354301,128398.93130177,2090.2872996582,823.8660148431,0.78460984201634,84777.969032313,43909.58,2090.2252627064,823.97640087828,7.0141225549355,70200.262290435,2106.8829241597,794.33643387945,7.1020855026387
100.4,824.54292395403,824.8167,794.36119421131,750.2667515873,189.54182538212,137302.9087402,2090.6515392432,823.2179017025,0.78459028305797,172833.26177281,2106.7070814734,794.64932122173,0.77905894280407,172832.44089883,2106.4564727145,795.09524428019,0.77905942347778,69055.388316741,2090.2775336119,823.88339214964,7.0139527599399,72385.437619698,2090.2333857748,823.96194701987,7.1523514320921,89842.256231625,2106.8842522077,794.33407080482,7.1019152928033,84939.171206208,2106.8762402639,794.34832693255,7.101915598007,128398.93777538,2090.3211960864,823.80570091383,0.78459094016504,84779.510388662,43909.58,2090.2584948833,823.91726889094,7.013953603031,70202.538686336,2106.8939245399,794.31686024927,7.1019149594044
100.6,824.48474029227,824.8167,794.34100594463,750.2666551551,189.53894757934,137303.06566602,2090.6865000219,823.15569391129,0.78457116537323,172833.9024067,2106.7191591572,794.6278306811,0.77904001687412,172833.08004628,2106.4757008791,795.06103046418,0.77904048382178,69056.975816199,2090.3113347117,823.82324784388,7.0137818837985,72387.203665326,2090.2667127312,823.9026463858,7.1521772048203,89844.847824795,2106.8952684621,794.31446892862,7.1017427838976,84941.894910743,2106.8871704357,794.3288782283,7.1017430921983,128398.94661319,2090.3553901764,823.74485733736,0.78457182437228,84781.06838065,43909.58,2090.2921011244,823.85747130894,7.0137827360417,70204.83895997,2106.9050520139,794.29706047342,7.1017424468985
100.8,824.42590291235,824.8167,794.32054691851,750.26656148994,189.53597278193,137303.22934076,2090.7213313215,823.09371650975,0.78455185602687,172834.54190688,2106.7309716966,794.60681192781,0.77902089707777,172833.71809526,2106.4943747748,795.02780289188,0.77902135082887,69058.584845438,2090.3454455205,823.7625524546,7.0136092858549,72388.989423136,2090.3004037761,823.84269790738,7.1520012195278,89847.463558937,2106.9064143252,794.29463643201,7.1015685006782,84944.641820208,2106.898219912,794.3092172385,7.1015688124561,128398.96181168,2090.389840193,823.68355837552,0.78455251614765,84782.64625769,43909.58,2090.3260405409,823.79708088814,7.0136101461961,70207.162978668,2106.9163304625,794.27699205952,7.1015681594386
101,824.36653204245,824.8167,794.29977896666,750.26647003829,189.53290682184,137303.39974072,2090.7559964959,823.03203470481,0.78453237563919,172835.18002724,2106.7425460653,794.5862169657,0.77900160384886,172834.35480395,2106.5125038364,794.99554477503,0.77900204496859,69060.214098615,2090.3798244115,823.70138005067,7.0134351505222,72390.793604592,2090.3344178847,823.78217458241,7.1518236642358,89850.100033012,2106.9177120504,794.27453371811,7.1013926293963,84947.408129642,2106.9094050552,794.28931484836,7.1013929451994,128398.98352086,2090.424504206,823.62187863692,0.78453303611902,84784.242862583,43909.58,2090.3602717298,823.73617129937,7.0134360178971,70209.507588953,2106.9277809266,794.25661756834,7.1013922832294
101.2,824.30671269623,824.8167,794.2786782976,750.26638028657,189.52975573283,137303.5759684,2090.7904599846,822.97071177125,0.78451274522196,172835.81568039,2106.7539101072,794.56599625051,0.77898215803703,172834.98908776,2106.5300986498,794.9642372779,0.7789825871167,69061.861139413,2090.4144294929,823.63980517283,7.0132596657266,72392.613569951,2090.3687135493,823.72115026812,7.1516447305891,89852.753008895,2106.9291820743,794.25412442294,7.1012153602255,84950.189060447,2106.9207464027,794.26913451485,7.1012156806284,128399.01101246,2090.4593402016,823.5598928797,0.78451340531325,84785.855812121,43909.58,2090.3947529265,823.67481685675,7.013260539106,70211.868945886,2106.9394164458,794.23591379758,7.1012150085954
101.4,824.24651561949,824.8167,794.25723555283,750.26629155856,189.52652586985,137303.75739372,2090.8246874608,822.90980878861,0.78449298669816,172836.44807003,2106.7650916938,794.54610018895,0.77896258138722,172835.62015183,2106.5471709127,794.93385958591,0.77896299905469,69063.523640114,2090.4492187678,823.57790254839,7.0130830275596,72394.446725899,2090.4032489535,823.65969937094,7.151464618526,89855.418438377,2106.9408377696,794.23338475164,7.1010368915799,84952.980050516,2106.9322629615,794.24864241719,7.1010372170657,128399.04382364,2090.4943062754,823.49767566659,0.78449364566387,84787.482803761,43909.58,2090.4294421819,823.61309220308,7.0130839058766,70214.243428001,2106.9512421883,794.21487155113,7.1010365341947
101.6,824.18600884898,824.8167,794.23544878191,750.26620317074,189.52322388762,137303.9436523,2090.8586461134,822.84938413994,0.78447312278868,172837.07668843,2106.7761184644,794.52647960074,0.77894289646887,172836.2474905,2106.563733453,794.90438887365,0.7789433033783,69065.199474738,2090.4841502876,823.51574681929,7.012905439311,72396.290700222,2090.4379821218,823.59789658035,7.1512835353418,89858.09253365,2106.9526848776,794.21230448831,7.1008574297089,84955.776893329,2106.9439670904,794.2278165652,7.1008577605422,128399.08175312,2090.5293607549,823.43530114791,0.78447377990839,84789.121740053,43909.58,2090.4642975025,823.55107205955,7.0129063214946,70216.62764328,2106.9632593523,794.19348869694,7.1008570664803
101.8,824.1252613747,824.8167,794.213316098,750.26611460853,189.51985666331,137304.13446662,2090.8923045448,822.78949369258,0.7844531766901,172837.70113182,2106.7870179454,794.50708550636,0.77892312633198,172836.87070257,2106.5798002747,794.87580022287,0.77892352316327,69066.886592243,2090.5191823036,823.45341227119,7.0127271085309,72398.143244455,2090.4728710801,823.53581658345,7.151101692672,89860.771633425,2106.9647247482,794.190881231,7.1006771852673,84958.575611003,2106.9558639715,794.20664773751,7.1006775215306,128399.1246843,2090.5644623789,823.37284274225,0.78445383126467,84790.770617442,43909.58,2090.4992770088,823.48883094521,7.0127279935258,70219.018278286,2106.9754692056,794.17176297932,7.1006768161776
102,824.06434329554,824.8167,794.19083210723,750.26602555697,189.51643120798,137304.3295235,2090.9256329316,822.73019051314,0.78443317169844,172838.32098074,2106.79781761,794.48786902144,0.77890329413714,172837.48937288,2106.5953865722,794.84806659745,0.7789036815959,69068.582936677,2090.5542734232,823.39097255661,7.0125482436793,72400.002158413,2090.5078740035,823.47353380154,7.1509193031191,89863.452115234,2106.9769583407,794.1691132727,7.1004963698996,84961.372318286,2106.967954763,794.18513387363,7.1004967116012,128399.17246074,2090.5995704194,823.31037291925,0.7844338230471,84792.427446905,43909.58,2090.5343390916,823.42644289745,7.0125491304375,70221.412012441,2106.9878750474,794.14968852768,7.1004959948946
102.2,824.00332508135,824.8167,794.16798841262,750.26593583233,189.51295459975,137304.52848782,2090.9586030252,822.67152486624,0.78441313094892,172838.93581801,2106.808544614,794.4687818257,0.77888342289368,172838.10308701,2106.6105087012,794.82115889469,0.7788838017048,69070.286460096,2090.5893827535,823.32850043854,7.012369051786,72401.865284647,2090.5429493731,823.41112211197,7.1507365778197,89866.130392244,2106.9893885023,794.14699554755,7.1003151937302,84964.16318017,2106.9802404147,794.16327328353,7.1003155409253,128399.22489914,2090.634644847,823.24796290574,0.7844137784148,84794.090261329,43909.58,2090.5694425565,823.36398121617,7.0123699392636,70223.805532616,2107.0004819088,794.12725639003,7.1003148126904
102.4,823.94227694023,824.8167,794.14477598456,750.26584530981,189.5094339478,137304.73103134,2090.9911879845,822.61354451151,0.78439307727635,172839.54525374,2106.8192252837,794.44977707533,0.77886353532273,172838.71145889,2106.6251841582,794.79504598185,0.7788639062289,69071.995142427,2090.624470051,823.26606752499,7.0121897372242,72403.730508377,2090.578056124,823.34865458361,7.150553725218,89868.802933531,2107.0020199687,794.12451962867,7.1001338642537,84966.944407327,2106.9927237816,794.14106088683,7.1001342170299,128399.28181826,2090.6696464454,823.18568248144,0.78439372022499,84795.757125665,43909.58,2090.6045467772,823.30151819007,7.0121906244063,70226.195570515,2107.0132952117,794.10445691867,7.1001334770108
102.6,823.8812683774,824.8167,794.12118697833,750.26575386247,189.50587637433,137304.93686091,2091.0233626966,822.55629413421,0.78437303316172,172840.14895698,2106.8298846102,794.43081030213,0.77884365380325,172839.31415852,2106.6394315124,794.76969481776,0.77884401756125,69073.707010393,2090.6594958497,823.20374403962,7.0120105012532,72405.595760896,2090.6131537907,823.28620321934,7.1503709505686,89871.466296904,2107.0148581255,794.10167593324,7.0999525857518,84969.712292697,2107.0054095711,794.11848830764,7.0999529442729,128399.34306638,2090.7045369253,823.12359977702,0.78437367098584,84797.426146309,43909.58,2090.63961183,823.23912485765,7.0120113871363,70228.578938327,2107.0263197305,794.08128161836,7.0999521921599
102.8,823.82036785445,824.8167,794.09721498555,750.26566137282,189.50228900761,137305.14570031,2091.0551037655,822.4998153638,0.78435302069585,172840.74663471,2106.8405460632,794.4118397452,0.7788238003359,172839.91089673,2106.6532704434,794.74507038538,0.77882415771051,69075.420130193,2090.6944215795,823.14159861294,7.0118315416094,72407.459016955,2090.6482026438,823.2238387121,7.1501884555576,89874.117127088,2107.0279078897,794.07845571231,7.0997715591246,84972.463221951,2107.0183031284,794.09554603493,7.099771923529,128399.40850229,2090.7392790212,823.06178110101,0.78435365281426,84799.095469705,43909.58,2090.6745986236,823.17687077658,7.011832425206,70230.952528804,2107.0395594418,794.05772341314,7.0997711590437
103,823.7596425421,824.8167,794.07285416374,750.26556773228,189.4986789635,137305.35727218,2091.0863895455,822.44414671611,0.78433306151346,172841.33801688,2106.8512318557,794.39282587946,0.77880399647661,172840.50140366,2106.6667217,794.72113576516,0.77880434823769,69077.132595481,2090.7292096753,823.07969808668,7.0116530519978,72409.318291384,2090.6831638134,823.16163022529,7.1500064377773,89876.752161032,2107.0411733905,794.05485161825,7.0995909811892,84975.193693181,2107.0314093514,794.07222535331,7.099591351605,128399.47797888,2090.7738366168,823.00029071739,0.78433368737377,84800.763270687,43909.58,2090.709469009,823.1148238274,7.0116539323614,70233.313310688,2107.0530180013,794.03377579843,7.0995905745006
